SequenceName	SequenceRole	AssignedMolecule	GenBankAccn	Relationship	RefSeqAccn	AssemblyUnit	SequenceLength	UCSCStyleName	circular
211000022280311	unplaced-scaffold	NA	DS484108.1	=	NW_001845397.1	Primary Assembly	2882	chrUn_DS484108v1	FALSE
211000022280012	unplaced-scaffold	NA	DS484109.1	=	NW_001845398.1	Primary Assembly	2882	chrUn_DS484109v1	FALSE
211000022279021	unplaced-scaffold	NA	DS484111.1	=	NW_001845400.1	Primary Assembly	2881	chrUn_DS484111v1	FALSE
211000022280610	unplaced-scaffold	NA	DS484113.1	=	NW_001845402.1	Primary Assembly	2876	chrUn_DS484113v1	FALSE
211000022280227	unplaced-scaffold	NA	DS484116.1	=	NW_001845405.1	Primary Assembly	2860	chrUn_DS484116v1	FALSE
211000022279867	unplaced-scaffold	NA	DS484117.1	=	NW_001845406.1	Primary Assembly	2860	chrUn_DS484117v1	FALSE
211000022279288	unplaced-scaffold	NA	DS484118.1	=	NW_001845407.1	Primary Assembly	2858	chrUn_DS484118v1	FALSE
211000022280333	unplaced-scaffold	NA	DS484120.1	=	NW_001845409.1	Primary Assembly	2855	chrUn_DS484120v1	FALSE
211000022278404	unplaced-scaffold	NA	DS484122.1	=	NW_001845411.1	Primary Assembly	2849	chrUn_DS484122v1	FALSE
211000022280436	unplaced-scaffold	NA	DS484123.1	=	NW_001845412.1	Primary Assembly	2848	chrUn_DS484123v1	FALSE
211000022280501	unplaced-scaffold	NA	DS484134.1	=	NW_001845423.1	Primary Assembly	2828	chrUn_DS484134v1	FALSE
211000022279964	unplaced-scaffold	NA	DS484138.1	=	NW_001845427.1	Primary Assembly	2822	chrUn_DS484138v1	FALSE
211000022278098	unplaced-scaffold	NA	DS484139.1	=	NW_001845428.1	Primary Assembly	2820	chrUn_DS484139v1	FALSE
211000022280469	unplaced-scaffold	NA	DS484144.1	=	NW_001845433.1	Primary Assembly	2811	chrUn_DS484144v1	FALSE
211000022280340	unplaced-scaffold	NA	DS484145.1	=	NW_001845434.1	Primary Assembly	2804	chrUn_DS484145v1	FALSE
211000022279948	unplaced-scaffold	NA	DS484147.1	=	NW_001845436.1	Primary Assembly	2796	chrUn_DS484147v1	FALSE
211000022279521	unplaced-scaffold	NA	DS484148.1	=	NW_001845437.1	Primary Assembly	2795	chrUn_DS484148v1	FALSE
211000022279416	unplaced-scaffold	NA	DS484149.1	=	NW_001845438.1	Primary Assembly	2795	chrUn_DS484149v1	FALSE
211000022280214	unplaced-scaffold	NA	DS484151.1	=	NW_001845440.1	Primary Assembly	2794	chrUn_DS484151v1	FALSE
211000022278975	unplaced-scaffold	NA	DS484152.1	=	NW_001845441.1	Primary Assembly	2793	chrUn_DS484152v1	FALSE
211000022279746	unplaced-scaffold	NA	DS484153.1	=	NW_001845442.1	Primary Assembly	2793	chrUn_DS484153v1	FALSE
211000022278923	unplaced-scaffold	NA	DS484154.1	=	NW_001845443.1	Primary Assembly	2791	chrUn_DS484154v1	FALSE
211000022279311	unplaced-scaffold	NA	DS484155.1	=	NW_001845444.1	Primary Assembly	2790	chrUn_DS484155v1	FALSE
211000022279623	unplaced-scaffold	NA	DS484156.1	=	NW_001845445.1	Primary Assembly	2788	chrUn_DS484156v1	FALSE
211000022279527	unplaced-scaffold	NA	DS484157.1	=	NW_001845446.1	Primary Assembly	2787	chrUn_DS484157v1	FALSE
211000022280171	unplaced-scaffold	NA	DS484159.1	=	NW_001845448.1	Primary Assembly	2784	chrUn_DS484159v1	FALSE
211000022278794	unplaced-scaffold	NA	DS484160.1	=	NW_001845449.1	Primary Assembly	2783	chrUn_DS484160v1	FALSE
211000022280497	unplaced-scaffold	NA	DS484167.1	=	NW_001845456.1	Primary Assembly	2745	chrUn_DS484167v1	FALSE
211000022278440	unplaced-scaffold	NA	DS484168.1	=	NW_001845457.1	Primary Assembly	2744	chrUn_DS484168v1	FALSE
211000022279562	unplaced-scaffold	NA	DS484169.1	=	NW_001845458.1	Primary Assembly	2736	chrUn_DS484169v1	FALSE
211000022278790	unplaced-scaffold	NA	DS484170.1	=	NW_001845459.1	Primary Assembly	2733	chrUn_DS484170v1	FALSE
211000022280707	unplaced-scaffold	NA	DS484176.1	=	NW_001845465.1	Primary Assembly	2708	chrUn_DS484176v1	FALSE
211000022279911	unplaced-scaffold	NA	DS484177.1	=	NW_001845466.1	Primary Assembly	2703	chrUn_DS484177v1	FALSE
211000022278421	unplaced-scaffold	NA	DS484180.1	=	NW_001845469.1	Primary Assembly	2697	chrUn_DS484180v1	FALSE
211000022279653	unplaced-scaffold	NA	DS484183.1	=	NW_001845472.1	Primary Assembly	2688	chrUn_DS484183v1	FALSE
211000022279157	unplaced-scaffold	NA	DS484188.1	=	NW_001845477.1	Primary Assembly	2670	chrUn_DS484188v1	FALSE
211000022279973	unplaced-scaffold	NA	DS484189.1	=	NW_001845478.1	Primary Assembly	2669	chrUn_DS484189v1	FALSE
211000022278546	unplaced-scaffold	NA	DS484190.1	=	NW_001845479.1	Primary Assembly	2668	chrUn_DS484190v1	FALSE
211000022278114	unplaced-scaffold	NA	DS484191.1	=	NW_001845480.1	Primary Assembly	2665	chrUn_DS484191v1	FALSE
211000022280108	unplaced-scaffold	NA	DS484192.1	=	NW_001845481.1	Primary Assembly	2664	chrUn_DS484192v1	FALSE
211000022279233	unplaced-scaffold	NA	DS484193.1	=	NW_001845482.1	Primary Assembly	2647	chrUn_DS484193v1	FALSE
211000022280284	unplaced-scaffold	NA	DS484196.1	=	NW_001845485.1	Primary Assembly	2644	chrUn_DS484196v1	FALSE
211000022278426	unplaced-scaffold	NA	DS484202.1	=	NW_001845491.1	Primary Assembly	2636	chrUn_DS484202v1	FALSE
211000022279602	unplaced-scaffold	NA	DS484205.1	=	NW_001845494.1	Primary Assembly	2629	chrUn_DS484205v1	FALSE
211000022280089	unplaced-scaffold	NA	DS484206.1	=	NW_001845495.1	Primary Assembly	2628	chrUn_DS484206v1	FALSE
211000022278937	unplaced-scaffold	NA	DS484207.1	=	NW_001845496.1	Primary Assembly	2626	chrUn_DS484207v1	FALSE
211000022280548	unplaced-scaffold	NA	DS484209.1	=	NW_001845498.1	Primary Assembly	2618	chrUn_DS484209v1	FALSE
211000022278732	unplaced-scaffold	NA	DS484210.1	=	NW_001845499.1	Primary Assembly	2617	chrUn_DS484210v1	FALSE
211000022280198	unplaced-scaffold	NA	DS484212.1	=	NW_001845501.1	Primary Assembly	2612	chrUn_DS484212v1	FALSE
211000022280137	unplaced-scaffold	NA	DS484213.1	=	NW_001845502.1	Primary Assembly	2611	chrUn_DS484213v1	FALSE
211000022280112	unplaced-scaffold	NA	DS484217.1	=	NW_001845506.1	Primary Assembly	2603	chrUn_DS484217v1	FALSE
211000022279003	unplaced-scaffold	NA	DS484220.1	=	NW_001845509.1	Primary Assembly	2588	chrUn_DS484220v1	FALSE
211000022280141	unplaced-scaffold	NA	DS484221.1	=	NW_001845510.1	Primary Assembly	2584	chrUn_DS484221v1	FALSE
211000022280535	unplaced-scaffold	NA	DS484222.1	=	NW_001845511.1	Primary Assembly	2583	chrUn_DS484222v1	FALSE
211000022280696	unplaced-scaffold	NA	DS484224.1	=	NW_001845513.1	Primary Assembly	2577	chrUn_DS484224v1	FALSE
211000022280520	unplaced-scaffold	NA	DS484225.1	=	NW_001845514.1	Primary Assembly	2577	chrUn_DS484225v1	FALSE
211000022278327	unplaced-scaffold	NA	DS484226.1	=	NW_001845515.1	Primary Assembly	2576	chrUn_DS484226v1	FALSE
211000022279190	unplaced-scaffold	NA	DS484228.1	=	NW_001845517.1	Primary Assembly	2575	chrUn_DS484228v1	FALSE
211000022278452	unplaced-scaffold	NA	DS484229.1	=	NW_001845518.1	Primary Assembly	2575	chrUn_DS484229v1	FALSE
211000022280443	unplaced-scaffold	NA	DS484230.1	=	NW_001845519.1	Primary Assembly	2575	chrUn_DS484230v1	FALSE
211000022279483	unplaced-scaffold	NA	DS484231.1	=	NW_001845520.1	Primary Assembly	2574	chrUn_DS484231v1	FALSE
211000022278738	unplaced-scaffold	NA	DS484232.1	=	NW_001845521.1	Primary Assembly	2570	chrUn_DS484232v1	FALSE
211000022280553	unplaced-scaffold	NA	DS484234.1	=	NW_001845523.1	Primary Assembly	2561	chrUn_DS484234v1	FALSE
211000022279513	unplaced-scaffold	NA	DS484236.1	=	NW_001845525.1	Primary Assembly	2556	chrUn_DS484236v1	FALSE
211000022279214	unplaced-scaffold	NA	DS484238.1	=	NW_001845527.1	Primary Assembly	2555	chrUn_DS484238v1	FALSE
211000022279191	unplaced-scaffold	NA	DS484239.1	=	NW_001845528.1	Primary Assembly	2549	chrUn_DS484239v1	FALSE
211000022279056	unplaced-scaffold	NA	DS484241.1	=	NW_001845530.1	Primary Assembly	2547	chrUn_DS484241v1	FALSE
211000022280218	unplaced-scaffold	NA	DS484242.1	=	NW_001845531.1	Primary Assembly	2541	chrUn_DS484242v1	FALSE
211000022278963	unplaced-scaffold	NA	DS484243.1	=	NW_001845532.1	Primary Assembly	2541	chrUn_DS484243v1	FALSE
211000022279373	unplaced-scaffold	NA	DS484244.1	=	NW_001845533.1	Primary Assembly	2536	chrUn_DS484244v1	FALSE
211000022279116	unplaced-scaffold	NA	DS484246.1	=	NW_001845535.1	Primary Assembly	2529	chrUn_DS484246v1	FALSE
211000022280485	unplaced-scaffold	NA	DS484247.1	=	NW_001845536.1	Primary Assembly	2529	chrUn_DS484247v1	FALSE
211000022278927	unplaced-scaffold	NA	DS484251.1	=	NW_001845540.1	Primary Assembly	2521	chrUn_DS484251v1	FALSE
211000022279573	unplaced-scaffold	NA	DS484253.1	=	NW_001845542.1	Primary Assembly	2520	chrUn_DS484253v1	FALSE
211000022279710	unplaced-scaffold	NA	DS484254.1	=	NW_001845543.1	Primary Assembly	2517	chrUn_DS484254v1	FALSE
211000022279898	unplaced-scaffold	NA	DS484255.1	=	NW_001845544.1	Primary Assembly	2516	chrUn_DS484255v1	FALSE
211000022280598	unplaced-scaffold	NA	DS484256.1	=	NW_001845545.1	Primary Assembly	2511	chrUn_DS484256v1	FALSE
211000022278282	unplaced-scaffold	NA	DS484257.1	=	NW_001845546.1	Primary Assembly	2511	chrUn_DS484257v1	FALSE
211000022279849	unplaced-scaffold	NA	DS484258.1	=	NW_001845547.1	Primary Assembly	2510	chrUn_DS484258v1	FALSE
211000022278740	unplaced-scaffold	NA	DS484262.1	=	NW_001845551.1	Primary Assembly	2491	chrUn_DS484262v1	FALSE
211000022279126	unplaced-scaffold	NA	DS484263.1	=	NW_001845552.1	Primary Assembly	2487	chrUn_DS484263v1	FALSE
211000022280033	unplaced-scaffold	NA	DS484264.1	=	NW_001845553.1	Primary Assembly	2479	chrUn_DS484264v1	FALSE
211000022279980	unplaced-scaffold	NA	DS484267.1	=	NW_001845556.1	Primary Assembly	2476	chrUn_DS484267v1	FALSE
211000022279866	unplaced-scaffold	NA	DS484271.1	=	NW_001845560.1	Primary Assembly	2470	chrUn_DS484271v1	FALSE
211000022279193	unplaced-scaffold	NA	DS484274.1	=	NW_001845563.1	Primary Assembly	2462	chrUn_DS484274v1	FALSE
211000022278664	unplaced-scaffold	NA	DS484275.1	=	NW_001845564.1	Primary Assembly	2451	chrUn_DS484275v1	FALSE
211000022279070	unplaced-scaffold	NA	DS484276.1	=	NW_001845565.1	Primary Assembly	2447	chrUn_DS484276v1	FALSE
211000022278493	unplaced-scaffold	NA	DS484277.1	=	NW_001845566.1	Primary Assembly	2442	chrUn_DS484277v1	FALSE
211000022279711	unplaced-scaffold	NA	DS484279.1	=	NW_001845568.1	Primary Assembly	2438	chrUn_DS484279v1	FALSE
211000022280492	unplaced-scaffold	NA	DS484280.1	=	NW_001845569.1	Primary Assembly	2438	chrUn_DS484280v1	FALSE
211000022279178	unplaced-scaffold	NA	DS484281.1	=	NW_001845570.1	Primary Assembly	2438	chrUn_DS484281v1	FALSE
211000022278858	unplaced-scaffold	NA	DS484282.1	=	NW_001845571.1	Primary Assembly	2435	chrUn_DS484282v1	FALSE
211000022279651	unplaced-scaffold	NA	DS484283.1	=	NW_001845572.1	Primary Assembly	2434	chrUn_DS484283v1	FALSE
211000022279850	unplaced-scaffold	NA	DS484285.1	=	NW_001845574.1	Primary Assembly	2431	chrUn_DS484285v1	FALSE
211000022279909	unplaced-scaffold	NA	DS484286.1	=	NW_001845575.1	Primary Assembly	2429	chrUn_DS484286v1	FALSE
211000022279780	unplaced-scaffold	NA	DS484287.1	=	NW_001845576.1	Primary Assembly	2428	chrUn_DS484287v1	FALSE
211000022280643	unplaced-scaffold	NA	DS484289.1	=	NW_001845578.1	Primary Assembly	2425	chrUn_DS484289v1	FALSE
211000022279436	unplaced-scaffold	NA	DS484291.1	=	NW_001845580.1	Primary Assembly	2421	chrUn_DS484291v1	FALSE
211000022280679	unplaced-scaffold	NA	DS484292.1	=	NW_001845581.1	Primary Assembly	2421	chrUn_DS484292v1	FALSE
211000022280626	unplaced-scaffold	NA	DS484294.1	=	NW_001845583.1	Primary Assembly	2419	chrUn_DS484294v1	FALSE
211000022280561	unplaced-scaffold	NA	DS484296.1	=	NW_001845585.1	Primary Assembly	2417	chrUn_DS484296v1	FALSE
211000022279960	unplaced-scaffold	NA	DS484300.1	=	NW_001845589.1	Primary Assembly	2400	chrUn_DS484300v1	FALSE
211000022279000	unplaced-scaffold	NA	DS484301.1	=	NW_001845590.1	Primary Assembly	2394	chrUn_DS484301v1	FALSE
211000022278507	unplaced-scaffold	NA	DS484303.1	=	NW_001845592.1	Primary Assembly	2390	chrUn_DS484303v1	FALSE
211000022278335	unplaced-scaffold	NA	DS484304.1	=	NW_001845593.1	Primary Assembly	2390	chrUn_DS484304v1	FALSE
211000022280144	unplaced-scaffold	NA	DS484306.1	=	NW_001845595.1	Primary Assembly	2385	chrUn_DS484306v1	FALSE
211000022279635	unplaced-scaffold	NA	DS484307.1	=	NW_001845596.1	Primary Assembly	2385	chrUn_DS484307v1	FALSE
211000022280302	unplaced-scaffold	NA	DS484308.1	=	NW_001845597.1	Primary Assembly	2385	chrUn_DS484308v1	FALSE
211000022278942	unplaced-scaffold	NA	DS484309.1	=	NW_001845598.1	Primary Assembly	2384	chrUn_DS484309v1	FALSE
211000022279122	unplaced-scaffold	NA	DS484310.1	=	NW_001845599.1	Primary Assembly	2383	chrUn_DS484310v1	FALSE
211000022278716	unplaced-scaffold	NA	DS484311.1	=	NW_001845600.1	Primary Assembly	2383	chrUn_DS484311v1	FALSE
211000022279247	unplaced-scaffold	NA	DS484312.1	=	NW_001845601.1	Primary Assembly	2382	chrUn_DS484312v1	FALSE
211000022278869	unplaced-scaffold	NA	DS484313.1	=	NW_001845602.1	Primary Assembly	2381	chrUn_DS484313v1	FALSE
211000022279810	unplaced-scaffold	NA	DS484314.1	=	NW_001845603.1	Primary Assembly	2381	chrUn_DS484314v1	FALSE
211000022279259	unplaced-scaffold	NA	DS484315.1	=	NW_001845604.1	Primary Assembly	2379	chrUn_DS484315v1	FALSE
211000022280747	unplaced-scaffold	NA	DS484317.1	=	NW_001845606.1	Primary Assembly	2378	chrUn_DS484317v1	FALSE
211000022280289	unplaced-scaffold	NA	DS484318.1	=	NW_001845607.1	Primary Assembly	2375	chrUn_DS484318v1	FALSE
211000022279197	unplaced-scaffold	NA	DS484320.1	=	NW_001845609.1	Primary Assembly	2369	chrUn_DS484320v1	FALSE
211000022280208	unplaced-scaffold	NA	DS484321.1	=	NW_001845610.1	Primary Assembly	2368	chrUn_DS484321v1	FALSE
211000022278387	unplaced-scaffold	NA	DS484329.1	=	NW_001845618.1	Primary Assembly	2354	chrUn_DS484329v1	FALSE
211000022279058	unplaced-scaffold	NA	DS484331.1	=	NW_001845620.1	Primary Assembly	2352	chrUn_DS484331v1	FALSE
211000022278934	unplaced-scaffold	NA	DS484333.1	=	NW_001845622.1	Primary Assembly	2344	chrUn_DS484333v1	FALSE
211000022280228	unplaced-scaffold	NA	DS484335.1	=	NW_001845624.1	Primary Assembly	2342	chrUn_DS484335v1	FALSE
211000022278220	unplaced-scaffold	NA	DS484339.1	=	NW_001845628.1	Primary Assembly	2330	chrUn_DS484339v1	FALSE
211000022279612	unplaced-scaffold	NA	DS484340.1	=	NW_001845629.1	Primary Assembly	2328	chrUn_DS484340v1	FALSE
211000022279966	unplaced-scaffold	NA	DS484342.1	=	NW_001845631.1	Primary Assembly	2326	chrUn_DS484342v1	FALSE
211000022280058	unplaced-scaffold	NA	DS484343.1	=	NW_001845632.1	Primary Assembly	2325	chrUn_DS484343v1	FALSE
211000022279787	unplaced-scaffold	NA	DS484348.1	=	NW_001845637.1	Primary Assembly	2308	chrUn_DS484348v1	FALSE
211000022278536	unplaced-scaffold	NA	DS484350.1	=	NW_001845639.1	Primary Assembly	2304	chrUn_DS484350v1	FALSE
211000022280580	unplaced-scaffold	NA	DS484353.1	=	NW_001845642.1	Primary Assembly	2295	chrUn_DS484353v1	FALSE
211000022279011	unplaced-scaffold	NA	DS484355.1	=	NW_001845644.1	Primary Assembly	2291	chrUn_DS484355v1	FALSE
211000022280698	unplaced-scaffold	NA	DS484363.1	=	NW_001845652.1	Primary Assembly	2270	chrUn_DS484363v1	FALSE
211000022278178	unplaced-scaffold	NA	DS484366.1	=	NW_001845655.1	Primary Assembly	2266	chrUn_DS484366v1	FALSE
211000022278860	unplaced-scaffold	NA	DS484369.1	=	NW_001845658.1	Primary Assembly	2253	chrUn_DS484369v1	FALSE
211000022279479	unplaced-scaffold	NA	DS484370.1	=	NW_001845659.1	Primary Assembly	2248	chrUn_DS484370v1	FALSE
211000022280568	unplaced-scaffold	NA	DS484375.1	=	NW_001845664.1	Primary Assembly	2234	chrUn_DS484375v1	FALSE
211000022279949	unplaced-scaffold	NA	DS484378.1	=	NW_001845667.1	Primary Assembly	2232	chrUn_DS484378v1	FALSE
211000022278953	unplaced-scaffold	NA	DS484380.1	=	NW_001845669.1	Primary Assembly	2227	chrUn_DS484380v1	FALSE
211000022278672	unplaced-scaffold	NA	DS484383.1	=	NW_001845672.1	Primary Assembly	2221	chrUn_DS484383v1	FALSE
211000022279101	unplaced-scaffold	NA	DS484385.1	=	NW_001845674.1	Primary Assembly	2217	chrUn_DS484385v1	FALSE
211000022280621	unplaced-scaffold	NA	DS484386.1	=	NW_001845675.1	Primary Assembly	2216	chrUn_DS484386v1	FALSE
211000022279929	unplaced-scaffold	NA	DS484389.1	=	NW_001845678.1	Primary Assembly	2207	chrUn_DS484389v1	FALSE
211000022280599	unplaced-scaffold	NA	DS484391.1	=	NW_001845680.1	Primary Assembly	2205	chrUn_DS484391v1	FALSE
211000022278888	unplaced-scaffold	NA	DS484394.1	=	NW_001845683.1	Primary Assembly	2200	chrUn_DS484394v1	FALSE
211000022280153	unplaced-scaffold	NA	DS484395.1	=	NW_001845684.1	Primary Assembly	2198	chrUn_DS484395v1	FALSE
211000022279118	unplaced-scaffold	NA	DS484396.1	=	NW_001845685.1	Primary Assembly	2198	chrUn_DS484396v1	FALSE
211000022279039	unplaced-scaffold	NA	DS484400.1	=	NW_001845689.1	Primary Assembly	2190	chrUn_DS484400v1	FALSE
211000022279476	unplaced-scaffold	NA	DS484403.1	=	NW_001845692.1	Primary Assembly	2187	chrUn_DS484403v1	FALSE
211000022278652	unplaced-scaffold	NA	DS484404.1	=	NW_001845693.1	Primary Assembly	2185	chrUn_DS484404v1	FALSE
211000022278205	unplaced-scaffold	NA	DS484407.1	=	NW_001845696.1	Primary Assembly	2176	chrUn_DS484407v1	FALSE
211000022280223	unplaced-scaffold	NA	DS484408.1	=	NW_001845697.1	Primary Assembly	2173	chrUn_DS484408v1	FALSE
211000022280133	unplaced-scaffold	NA	DS484412.1	=	NW_001845701.1	Primary Assembly	2161	chrUn_DS484412v1	FALSE
211000022280500	unplaced-scaffold	NA	DS484414.1	=	NW_001845703.1	Primary Assembly	2157	chrUn_DS484414v1	FALSE
211000022280176	unplaced-scaffold	NA	DS484421.1	=	NW_001845710.1	Primary Assembly	2129	chrUn_DS484421v1	FALSE
211000022280135	unplaced-scaffold	NA	DS484424.1	=	NW_001845713.1	Primary Assembly	2124	chrUn_DS484424v1	FALSE
211000022279663	unplaced-scaffold	NA	DS484425.1	=	NW_001845714.1	Primary Assembly	2124	chrUn_DS484425v1	FALSE
211000022280631	unplaced-scaffold	NA	DS484426.1	=	NW_001845715.1	Primary Assembly	2119	chrUn_DS484426v1	FALSE
211000022279756	unplaced-scaffold	NA	DS484427.1	=	NW_001845716.1	Primary Assembly	2117	chrUn_DS484427v1	FALSE
211000022280617	unplaced-scaffold	NA	DS484432.1	=	NW_001845721.1	Primary Assembly	2112	chrUn_DS484432v1	FALSE
211000022280070	unplaced-scaffold	NA	DS484434.1	=	NW_001845723.1	Primary Assembly	2108	chrUn_DS484434v1	FALSE
211000022279470	unplaced-scaffold	NA	DS484435.1	=	NW_001845724.1	Primary Assembly	2105	chrUn_DS484435v1	FALSE
211000022278968	unplaced-scaffold	NA	DS484436.1	=	NW_001845725.1	Primary Assembly	2105	chrUn_DS484436v1	FALSE
211000022279310	unplaced-scaffold	NA	DS484437.1	=	NW_001845726.1	Primary Assembly	2103	chrUn_DS484437v1	FALSE
211000022279807	unplaced-scaffold	NA	DS484438.1	=	NW_001845727.1	Primary Assembly	2102	chrUn_DS484438v1	FALSE
211000022278874	unplaced-scaffold	NA	DS484443.1	=	NW_001845732.1	Primary Assembly	2094	chrUn_DS484443v1	FALSE
211000022279044	unplaced-scaffold	NA	DS484445.1	=	NW_001845734.1	Primary Assembly	2092	chrUn_DS484445v1	FALSE
211000022278206	unplaced-scaffold	NA	DS484446.1	=	NW_001845735.1	Primary Assembly	2090	chrUn_DS484446v1	FALSE
211000022278138	unplaced-scaffold	NA	DS484448.1	=	NW_001845737.1	Primary Assembly	2088	chrUn_DS484448v1	FALSE
211000022279804	unplaced-scaffold	NA	DS484449.1	=	NW_001845738.1	Primary Assembly	2087	chrUn_DS484449v1	FALSE
211000022278522	unplaced-scaffold	NA	DS484452.1	=	NW_001845741.1	Primary Assembly	2086	chrUn_DS484452v1	FALSE
211000022278711	unplaced-scaffold	NA	DS484454.1	=	NW_001845743.1	Primary Assembly	2084	chrUn_DS484454v1	FALSE
211000022278919	unplaced-scaffold	NA	DS484456.1	=	NW_001845745.1	Primary Assembly	2081	chrUn_DS484456v1	FALSE
211000022279942	unplaced-scaffold	NA	DS484458.1	=	NW_001845747.1	Primary Assembly	2079	chrUn_DS484458v1	FALSE
211000022278216	unplaced-scaffold	NA	DS484460.1	=	NW_001845749.1	Primary Assembly	2076	chrUn_DS484460v1	FALSE
211000022279641	unplaced-scaffold	NA	DS484463.1	=	NW_001845752.1	Primary Assembly	2064	chrUn_DS484463v1	FALSE
211000022280294	unplaced-scaffold	NA	DS484464.1	=	NW_001845753.1	Primary Assembly	2063	chrUn_DS484464v1	FALSE
211000022280143	unplaced-scaffold	NA	DS484466.1	=	NW_001845755.1	Primary Assembly	2062	chrUn_DS484466v1	FALSE
211000022279517	unplaced-scaffold	NA	DS484467.1	=	NW_001845756.1	Primary Assembly	2060	chrUn_DS484467v1	FALSE
211000022279096	unplaced-scaffold	NA	DS484469.1	=	NW_001845758.1	Primary Assembly	2060	chrUn_DS484469v1	FALSE
211000022278506	unplaced-scaffold	NA	DS484470.1	=	NW_001845759.1	Primary Assembly	2059	chrUn_DS484470v1	FALSE
211000022279733	unplaced-scaffold	NA	DS484471.1	=	NW_001845760.1	Primary Assembly	2050	chrUn_DS484471v1	FALSE
211000022279376	unplaced-scaffold	NA	DS484472.1	=	NW_001845761.1	Primary Assembly	2046	chrUn_DS484472v1	FALSE
211000022278439	unplaced-scaffold	NA	DS484475.1	=	NW_001845764.1	Primary Assembly	2043	chrUn_DS484475v1	FALSE
211000022278780	unplaced-scaffold	NA	DS484478.1	=	NW_001845767.1	Primary Assembly	2033	chrUn_DS484478v1	FALSE
211000022278922	unplaced-scaffold	NA	DS484479.1	=	NW_001845768.1	Primary Assembly	2033	chrUn_DS484479v1	FALSE
211000022279198	unplaced-scaffold	NA	DS484480.1	=	NW_001845769.1	Primary Assembly	2030	chrUn_DS484480v1	FALSE
211000022278707	unplaced-scaffold	NA	DS484481.1	=	NW_001845770.1	Primary Assembly	2027	chrUn_DS484481v1	FALSE
211000022278047	unplaced-scaffold	NA	DS484484.1	=	NW_001845773.1	Primary Assembly	2020	chrUn_DS484484v1	FALSE
211000022278284	unplaced-scaffold	NA	DS484485.1	=	NW_001845774.1	Primary Assembly	2017	chrUn_DS484485v1	FALSE
211000022280151	unplaced-scaffold	NA	DS484486.1	=	NW_001845775.1	Primary Assembly	2014	chrUn_DS484486v1	FALSE
211000022279237	unplaced-scaffold	NA	DS484487.1	=	NW_001845776.1	Primary Assembly	2010	chrUn_DS484487v1	FALSE
211000022278120	unplaced-scaffold	NA	DS484489.1	=	NW_001845778.1	Primary Assembly	2008	chrUn_DS484489v1	FALSE
211000022278254	unplaced-scaffold	NA	DS484490.1	=	NW_001845779.1	Primary Assembly	2006	chrUn_DS484490v1	FALSE
211000022280192	unplaced-scaffold	NA	DS484491.1	=	NW_001845780.1	Primary Assembly	2006	chrUn_DS484491v1	FALSE
211000022278589	unplaced-scaffold	NA	DS484493.1	=	NW_001845782.1	Primary Assembly	2005	chrUn_DS484493v1	FALSE
211000022278362	unplaced-scaffold	NA	DS484496.1	=	NW_001845785.1	Primary Assembly	1998	chrUn_DS484496v1	FALSE
211000022279162	unplaced-scaffold	NA	DS484498.1	=	NW_001845787.1	Primary Assembly	1998	chrUn_DS484498v1	FALSE
211000022279654	unplaced-scaffold	NA	DS484499.1	=	NW_001845788.1	Primary Assembly	1995	chrUn_DS484499v1	FALSE
211000022279130	unplaced-scaffold	NA	DS484501.1	=	NW_001845790.1	Primary Assembly	1990	chrUn_DS484501v1	FALSE
211000022279820	unplaced-scaffold	NA	DS484502.1	=	NW_001845791.1	Primary Assembly	1990	chrUn_DS484502v1	FALSE
211000022279712	unplaced-scaffold	NA	DS484503.1	=	NW_001845792.1	Primary Assembly	1988	chrUn_DS484503v1	FALSE
211000022278515	unplaced-scaffold	NA	DS484505.1	=	NW_001845794.1	Primary Assembly	1986	chrUn_DS484505v1	FALSE
211000022278982	unplaced-scaffold	NA	DS484508.1	=	NW_001845797.1	Primary Assembly	1976	chrUn_DS484508v1	FALSE
211000022279851	unplaced-scaffold	NA	DS484509.1	=	NW_001845798.1	Primary Assembly	1976	chrUn_DS484509v1	FALSE
211000022279282	unplaced-scaffold	NA	DS484510.1	=	NW_001845799.1	Primary Assembly	1975	chrUn_DS484510v1	FALSE
211000022278271	unplaced-scaffold	NA	DS484511.1	=	NW_001845800.1	Primary Assembly	1974	chrUn_DS484511v1	FALSE
211000022279889	unplaced-scaffold	NA	DS484513.1	=	NW_001845802.1	Primary Assembly	1966	chrUn_DS484513v1	FALSE
211000022279217	unplaced-scaffold	NA	DS484514.1	=	NW_001845803.1	Primary Assembly	1966	chrUn_DS484514v1	FALSE
211000022278678	unplaced-scaffold	NA	DS484515.1	=	NW_001845804.1	Primary Assembly	1966	chrUn_DS484515v1	FALSE
211000022279571	unplaced-scaffold	NA	DS484520.1	=	NW_001845809.1	Primary Assembly	1962	chrUn_DS484520v1	FALSE
211000022280269	unplaced-scaffold	NA	DS484521.1	=	NW_001845810.1	Primary Assembly	1962	chrUn_DS484521v1	FALSE
211000022278528	unplaced-scaffold	NA	DS484522.1	=	NW_001845811.1	Primary Assembly	1962	chrUn_DS484522v1	FALSE
211000022279628	unplaced-scaffold	NA	DS484524.1	=	NW_001845813.1	Primary Assembly	1961	chrUn_DS484524v1	FALSE
211000022280195	unplaced-scaffold	NA	DS484525.1	=	NW_001845814.1	Primary Assembly	1961	chrUn_DS484525v1	FALSE
